checkpoint	arm	metrics
P08/49	Mpower	 [Mpower p=0.64621 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.64621 dcount=0] [Mpower p=0.512451 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.512451 dcount=0]
P08/50	Mpower	 [Mpower p=0.386505 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.386505 dcount=0] [Mpower p=0.84375 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.84375 dcount=0]
P08/51	Mpower	 [Mpower p=0.442719 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.442719 dcount=0] [Mpower p=0.888672 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.888672 dcount=0]
P08/52	Mpower	 [Mpower p=0.879364 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.879364 dcount=0] [Mpower p=0.886719 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.886719 dcount=0]
P08/53	Mpower	 [Mpower p=0.323608 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.323608 dcount=0] [Mpower p=0.379883 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.379883 dcount=0]
P08/54	Mpower	 [Mpower p=0.215057 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.215057 dcount=0] [Mpower p=0.131592 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.131592 dcount=0]
P08/55	Mpower	 [Mpower p=0.314606 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.314606 dcount=0] [Mpower p=0.994385 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.994385 dcount=0]
P08/56	Mpower	 [Mpower p=0.80307 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.80307 dcount=0] [Mpower p=0.507568 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.507568 dcount=0]
P08/57	Mpower	 [Mpower p=0.969971 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.969971 dcount=0] [Mpower p=0.0305176 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0305176 dcount=0]
P08/58	Mpower	 [Mpower p=0.898132 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.898132 dcount=0] [Mpower p=0.469482 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.469482 dcount=0]
P08/59	Mpower	 [Mpower p=0.373901 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.373901 dcount=0] [Mpower p=0.312012 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.312012 dcount=0]
P08/60	Mpower	 [Mpower p=0.130188 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.130188 dcount=0] [Mpower p=0.922852 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.922852 dcount=0]
P08/61	Mpower	 [Mpower p=0.743744 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.743744 dcount=0] [Mpower p=0.31543 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.31543 dcount=0]
P08/62	Mpower	 [Mpower p=0.606689 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.606689 dcount=0] [Mpower p=0.86499 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.86499 dcount=0]
P08/63	Mpower	 [Mpower p=0.254395 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.254395 dcount=0] [Mpower p=0.48291 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.48291 dcount=0]
P08/64	Mpower	 [Mpower p=0.117767 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.117767 dcount=0] [Mpower p=0.22168 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.22168 dcount=0]
P09/1	Mpower	 [Mpower p=0.560944 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.560944 dcount=0] [Mpower p=0.0905762 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0905762 dcount=0]
P09/2	Mpower	 [Mpower p=0.739227 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.739227 dcount=0] [Mpower p=0.48877 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.48877 dcount=0]
P09/3	Mpower	 [Mpower p=0.219208 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.219208 dcount=0] [Mpower p=0.902344 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.902344 dcount=0]
P09/4	Mpower	 [Mpower p=0.422638 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.422638 dcount=0] [Mpower p=0.522705 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.522705 dcount=0]
P09/5	Mpower	 [Mpower p=0.0677185 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0677185 dcount=0] [Mpower p=0.707764 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.707764 dcount=0]
P09/6	Mpower	 [Mpower p=0.437622 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.437622 dcount=0] [Mpower p=0.661133 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.661133 dcount=0]
P09/7	Mpower	 [Mpower p=0.751251 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.751251 dcount=0] [Mpower p=0.888672 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.888672 dcount=0]
P09/8	Mpower	 [Mpower p=0.515533 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.515533 dcount=0] [Mpower p=0.0107422 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0107422 dcount=0]
P09/9	Mpower	 [Mpower p=0.664368 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.664368 dcount=0] [Mpower p=0.839111 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.839111 dcount=0]
P09/10	Mpower	 [Mpower p=0.188446 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.188446 dcount=0] [Mpower p=0.275146 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.275146 dcount=0]
P09/11	Mpower	 [Mpower p=0.911835 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.911835 dcount=0] [Mpower p=0.335938 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.335938 dcount=0]
P09/12	Mpower	 [Mpower p=0.26358 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.26358 dcount=0] [Mpower p=0.0961914 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0961914 dcount=0]
P09/13	Mpower	 [Mpower p=0.616608 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.616608 dcount=0] [Mpower p=0.914551 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.914551 dcount=0]
P09/14	Mpower	 [Mpower p=0.176086 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.176086 dcount=0] [Mpower p=0.406738 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.406738 dcount=0]
P09/15	Mpower	 [Mpower p=0.750031 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.750031 dcount=0] [Mpower p=0.482422 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.482422 dcount=0]
P09/16	Mpower	 [Mpower p=0.0821838 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0821838 dcount=0] [Mpower p=0.742676 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.742676 dcount=0]
P09/17	Mpower	 [Mpower p=0.778046 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.778046 dcount=0] [Mpower p=0.0795898 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0795898 dcount=0]
P09/18	Mpower	 [Mpower p=0.0171509 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0171509 dcount=0] [Mpower p=0.541748 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.541748 dcount=0]
P09/19	Mpower	 [Mpower p=0.36972 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.36972 dcount=0] [Mpower p=0.345947 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.345947 dcount=0]
P09/20	Mpower	 [Mpower p=0.561523 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.561523 dcount=0] [Mpower p=0.767822 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.767822 dcount=0]
P09/21	Mpower	 [Mpower p=0.589661 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.589661 dcount=0] [Mpower p=0.560059 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.560059 dcount=0]
P09/22	Mpower	 [Mpower p=0.0835571 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0835571 dcount=0] [Mpower p=0.825439 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.825439 dcount=0]
P09/23	Mpower	 [Mpower p=0.474243 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.474243 dcount=0] [Mpower p=0.0651855 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0651855 dcount=0]
P09/24	Mpower	 [Mpower p=0.185486 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.185486 dcount=0] [Mpower p=0.117676 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.117676 dcount=0]
P09/25	Mpower	 [Mpower p=0.847504 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.847504 dcount=0] [Mpower p=0.1875 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.1875 dcount=0]
P09/26	Mpower	 [Mpower p=0.802826 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.802826 dcount=0] [Mpower p=0.89502 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.89502 dcount=0]
P09/27	Mpower	 [Mpower p=0.726715 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.726715 dcount=0] [Mpower p=0.640137 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.640137 dcount=0]
P09/28	Mpower	 [Mpower p=0.14505 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.14505 dcount=0] [Mpower p=0.196289 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.196289 dcount=0]
P09/29	Mpower	 [Mpower p=0.785187 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.785187 dcount=0] [Mpower p=0.223633 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.223633 dcount=0]
P09/30	Mpower	 [Mpower p=0.397156 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.397156 dcount=0] [Mpower p=0.886475 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.886475 dcount=0]
P09/31	Mpower	 [Mpower p=0.229523 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.229523 dcount=0] [Mpower p=0.0310059 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0310059 dcount=0]
P09/32	Mpower	 [Mpower p=0.347107 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.347107 dcount=0] [Mpower p=0.463623 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.463623 dcount=0]
P09/33	Mpower	 [Mpower p=0.974243 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.974243 dcount=0] [Mpower p=0.064209 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.064209 dcount=0]
P09/34	Mpower	 [Mpower p=0.297089 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.297089 dcount=0] [Mpower p=0.139648 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.139648 dcount=0]
P09/35	Mpower	 [Mpower p=0.83075 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.83075 dcount=0] [Mpower p=0.0698242 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0698242 dcount=0]
P09/36	Mpower	 [Mpower p=0.370667 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.370667 dcount=0] [Mpower p=0.315186 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.315186 dcount=0]
P09/37	Mpower	 [Mpower p=0.0108948 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0108948 dcount=0] [Mpower p=0.282959 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.282959 dcount=0]
P09/38	Mpower	 [Mpower p=0.419861 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.419861 dcount=0] [Mpower p=0.966553 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.966553 dcount=0]
P09/39	Mpower	 [Mpower p=0.618652 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.618652 dcount=0] [Mpower p=0.722656 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.722656 dcount=0]
P09/40	Mpower	 [Mpower p=0.557495 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.557495 dcount=0] [Mpower p=0.555176 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.555176 dcount=0]
P09/41	Mpower	 [Mpower p=0.159546 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.159546 dcount=0] [Mpower p=0.300537 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.300537 dcount=0]
P09/42	Mpower	 [Mpower p=0.96637 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.96637 dcount=0] [Mpower p=0.854004 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.854004 dcount=0]
P09/43	Mpower	 [Mpower p=0.770508 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.770508 dcount=0] [Mpower p=0.0820312 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0820312 dcount=0]
P09/44	Mpower	 [Mpower p=0.209015 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.209015 dcount=0] [Mpower p=0.227295 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.227295 dcount=0]
P09/45	Mpower	 [Mpower p=0.746094 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.746094 dcount=0] [Mpower p=0.390381 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.390381 dcount=0]
P09/46	Mpower	 [Mpower p=0.351501 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.351501 dcount=0] [Mpower p=0.108887 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.108887 dcount=0]
P09/47	Mpower	 [Mpower p=0.685883 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.685883 dcount=0] [Mpower p=0.727051 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.727051 dcount=0]
P09/48	Mpower	 [Mpower p=0.482056 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.482056 dcount=0] [Mpower p=0.403076 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.403076 dcount=0]
P09/49	Mpower	 [Mpower p=0.277618 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.277618 dcount=0] [Mpower p=0.59082 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.59082 dcount=0]
P09/50	Mpower	 [Mpower p=0.787811 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.787811 dcount=0] [Mpower p=0.763916 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.763916 dcount=0]
P09/51	Mpower	 [Mpower p=0.526276 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.526276 dcount=0] [Mpower p=0.559814 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.559814 dcount=0]
P09/52	Mpower	 [Mpower p=0.880615 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.880615 dcount=0] [Mpower p=0.743164 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.743164 dcount=0]
P09/53	Mpower	 [Mpower p=0.380127 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.380127 dcount=0] [Mpower p=0.355225 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.355225 dcount=0]
P09/54	Mpower	 [Mpower p=0.763763 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.763763 dcount=0] [Mpower p=0.0522461 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0522461 dcount=0]
P09/55	Mpower	 [Mpower p=0.566315 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.566315 dcount=0] [Mpower p=0.44751 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.44751 dcount=0]
P09/56	Mpower	 [Mpower p=0.896942 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.896942 dcount=0] [Mpower p=0.493652 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.493652 dcount=0]
P09/57	Mpower	 [Mpower p=0.768951 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.768951 dcount=0] [Mpower p=0.00708008 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00708008 dcount=0]
P09/58	Mpower	 [Mpower p=0.870239 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.870239 dcount=0] [Mpower p=0.716064 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.716064 dcount=0]
P09/59	Mpower	 [Mpower p=0.399963 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.399963 dcount=0] [Mpower p=0.828369 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.828369 dcount=0]
P09/60	Mpower	 [Mpower p=0.488159 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.488159 dcount=0] [Mpower p=0.80835 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.80835 dcount=0]
P09/61	Mpower	 [Mpower p=0.86792 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.86792 dcount=0] [Mpower p=0.166992 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.166992 dcount=0]
P09/62	Mpower	 [Mpower p=0.922913 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.922913 dcount=0] [Mpower p=0.367188 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.367188 dcount=0]
P09/63	Mpower	 [Mpower p=0.363922 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.363922 dcount=0] [Mpower p=0.636963 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.636963 dcount=0]
P09/64	Mpower	 [Mpower p=0.426605 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.426605 dcount=0] [Mpower p=0.323242 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.323242 dcount=0]
P10/1	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/2	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/3	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/4	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/5	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/6	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/7	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/8	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/9	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/10	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/11	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/12	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/13	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/14	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/15	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/16	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/17	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/18	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/19	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/20	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/21	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/22	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/23	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/24	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/25	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/26	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/27	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/28	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/29	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/30	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/31	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/32	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/33	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/34	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/35	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/36	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/37	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/38	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/39	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/40	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
P10/41	Mpower	 [Mpower p=3.05176e-05 dcount=0] [Mphase p=1 dcount=0] [maxT p=3.05176e-05 dcount=0] [Mpower p=0.000244141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.000244141 dcount=0]
