checkpoint	arm	metrics
P04/57	Mpower	 [Mpower p=0.578979 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.578979 dcount=0] [Mpower p=0.0205078 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0205078 dcount=0]
P04/58	Mpower	 [Mpower p=0.835205 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.835205 dcount=0] [Mpower p=0.722412 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.722412 dcount=0]
P04/59	Mpower	 [Mpower p=0.243469 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.243469 dcount=0] [Mpower p=0.365479 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.365479 dcount=0]
P04/60	Mpower	 [Mpower p=0.0968933 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0968933 dcount=0] [Mpower p=0.997314 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.997314 dcount=0]
P04/61	Mpower	 [Mpower p=0.942719 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.942719 dcount=0] [Mpower p=0.121826 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.121826 dcount=0]
P04/62	Mpower	 [Mpower p=0.811096 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.811096 dcount=0] [Mpower p=0.604492 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.604492 dcount=0]
P04/63	Mpower	 [Mpower p=0.723907 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.723907 dcount=0] [Mpower p=0.256836 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.256836 dcount=0]
P04/64	Mpower	 [Mpower p=0.322845 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.322845 dcount=0] [Mpower p=0.243408 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.243408 dcount=0]
P05/1	Mpower	 [Mpower p=0.0758667 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0758667 dcount=0] [Mpower p=0.225342 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.225342 dcount=0]
P05/2	Mpower	 [Mpower p=0.401917 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.401917 dcount=0] [Mpower p=0.422607 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.422607 dcount=0]
P05/3	Mpower	 [Mpower p=0.160126 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.160126 dcount=0] [Mpower p=0.726074 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.726074 dcount=0]
P05/4	Mpower	 [Mpower p=0.452118 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.452118 dcount=0] [Mpower p=0.71167 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.71167 dcount=0]
P05/5	Mpower	 [Mpower p=0.0691223 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0691223 dcount=0] [Mpower p=0.0910645 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0910645 dcount=0]
P05/6	Mpower	 [Mpower p=0.113678 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.113678 dcount=0] [Mpower p=0.841064 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.841064 dcount=0]
P05/7	Mpower	 [Mpower p=0.756805 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.756805 dcount=0] [Mpower p=0.232178 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.232178 dcount=0]
P05/8	Mpower	 [Mpower p=0.380859 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.380859 dcount=0] [Mpower p=0.00610352 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00610352 dcount=0]
P05/9	Mpower	 [Mpower p=0.187073 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.187073 dcount=0] [Mpower p=0.812744 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.812744 dcount=0]
P05/10	Mpower	 [Mpower p=0.930115 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.930115 dcount=0] [Mpower p=0.776123 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.776123 dcount=0]
P05/11	Mpower	 [Mpower p=0.805603 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.805603 dcount=0] [Mpower p=0.816162 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.816162 dcount=0]
P05/12	Mpower	 [Mpower p=0.671692 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.671692 dcount=0] [Mpower p=0.172363 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.172363 dcount=0]
P05/13	Mpower	 [Mpower p=0.0934143 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0934143 dcount=0] [Mpower p=0.728516 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.728516 dcount=0]
P05/14	Mpower	 [Mpower p=0.35553 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.35553 dcount=0] [Mpower p=0.840088 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.840088 dcount=0]
P05/15	Mpower	 [Mpower p=0.981079 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.981079 dcount=0] [Mpower p=0.0349121 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0349121 dcount=0]
P05/16	Mpower	 [Mpower p=0.107605 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.107605 dcount=0] [Mpower p=0.444336 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.444336 dcount=0]
P05/17	Mpower	 [Mpower p=0.518219 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.518219 dcount=0] [Mpower p=0.041748 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.041748 dcount=0]
P05/18	Mpower	 [Mpower p=0.00149536 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00149536 dcount=0] [Mpower p=0.740967 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.740967 dcount=0]
P05/19	Mpower	 [Mpower p=0.603027 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.603027 dcount=0] [Mpower p=0.356689 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.356689 dcount=0]
P05/20	Mpower	 [Mpower p=0.824158 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.824158 dcount=0] [Mpower p=0.697021 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.697021 dcount=0]
P05/21	Mpower	 [Mpower p=0.670074 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.670074 dcount=0] [Mpower p=0.155029 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.155029 dcount=0]
P05/22	Mpower	 [Mpower p=0.164215 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.164215 dcount=0] [Mpower p=0.808838 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.808838 dcount=0]
P05/23	Mpower	 [Mpower p=0.897827 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.897827 dcount=0] [Mpower p=0.0246582 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0246582 dcount=0]
P05/24	Mpower	 [Mpower p=0.459106 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.459106 dcount=0] [Mpower p=0.998291 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.998291 dcount=0]
P05/25	Mpower	 [Mpower p=0.283752 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.283752 dcount=0] [Mpower p=0.44458 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.44458 dcount=0]
P05/26	Mpower	 [Mpower p=0.687805 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.687805 dcount=0] [Mpower p=0.960938 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.960938 dcount=0]
P05/27	Mpower	 [Mpower p=0.806519 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.806519 dcount=0] [Mpower p=0.88623 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.88623 dcount=0]
P05/28	Mpower	 [Mpower p=0.223694 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.223694 dcount=0] [Mpower p=0.112793 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.112793 dcount=0]
P05/29	Mpower	 [Mpower p=0.952637 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.952637 dcount=0] [Mpower p=0.208008 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.208008 dcount=0]
P05/30	Mpower	 [Mpower p=0.377289 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.377289 dcount=0] [Mpower p=0.472656 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.472656 dcount=0]
P05/31	Mpower	 [Mpower p=0.433716 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.433716 dcount=0] [Mpower p=0.570557 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.570557 dcount=0]
P05/32	Mpower	 [Mpower p=0.462463 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.462463 dcount=0] [Mpower p=0.310303 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.310303 dcount=0]
P05/33	Mpower	 [Mpower p=0.33667 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.33667 dcount=0] [Mpower p=0.0551758 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0551758 dcount=0]
P05/34	Mpower	 [Mpower p=0.77417 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.77417 dcount=0] [Mpower p=0.0463867 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0463867 dcount=0]
P05/35	Mpower	 [Mpower p=0.4086 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.4086 dcount=0] [Mpower p=0.0588379 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0588379 dcount=0]
P05/36	Mpower	 [Mpower p=0.344971 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.344971 dcount=0] [Mpower p=0.137695 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.137695 dcount=0]
P05/37	Mpower	 [Mpower p=0.0158691 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0158691 dcount=0] [Mpower p=0.919922 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.919922 dcount=0]
P05/38	Mpower	 [Mpower p=0.16925 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.16925 dcount=0] [Mpower p=0.0688477 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0688477 dcount=0]
P05/39	Mpower	 [Mpower p=0.314209 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.314209 dcount=0] [Mpower p=0.827637 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.827637 dcount=0]
P05/40	Mpower	 [Mpower p=0.873138 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.873138 dcount=0] [Mpower p=0.666992 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.666992 dcount=0]
P05/41	Mpower	 [Mpower p=0.359833 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.359833 dcount=0] [Mpower p=0.174805 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.174805 dcount=0]
P05/42	Mpower	 [Mpower p=0.955627 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.955627 dcount=0] [Mpower p=0.630127 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.630127 dcount=0]
P05/43	Mpower	 [Mpower p=0.339325 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.339325 dcount=0] [Mpower p=0.566406 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.566406 dcount=0]
P05/44	Mpower	 [Mpower p=0.0715942 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0715942 dcount=0] [Mpower p=0.0754395 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0754395 dcount=0]
P05/45	Mpower	 [Mpower p=0.690582 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.690582 dcount=0] [Mpower p=0.553223 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.553223 dcount=0]
P05/46	Mpower	 [Mpower p=0.615387 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.615387 dcount=0] [Mpower p=0.127686 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.127686 dcount=0]
P05/47	Mpower	 [Mpower p=0.526245 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.526245 dcount=0] [Mpower p=0.459229 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.459229 dcount=0]
P05/48	Mpower	 [Mpower p=0.559052 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.559052 dcount=0] [Mpower p=0.309082 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.309082 dcount=0]
P05/49	Mpower	 [Mpower p=0.338898 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.338898 dcount=0] [Mpower p=0.842041 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.842041 dcount=0]
P05/50	Mpower	 [Mpower p=0.241486 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.241486 dcount=0] [Mpower p=0.977051 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.977051 dcount=0]
P05/51	Mpower	 [Mpower p=0.823059 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.823059 dcount=0] [Mpower p=0.309814 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.309814 dcount=0]
P05/52	Mpower	 [Mpower p=0.452484 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.452484 dcount=0] [Mpower p=0.494385 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.494385 dcount=0]
P05/53	Mpower	 [Mpower p=0.867371 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.867371 dcount=0] [Mpower p=0.157959 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.157959 dcount=0]
P05/54	Mpower	 [Mpower p=0.519989 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.519989 dcount=0] [Mpower p=0.0549316 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0549316 dcount=0]
P05/55	Mpower	 [Mpower p=0.953583 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.953583 dcount=0] [Mpower p=0.931641 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.931641 dcount=0]
P05/56	Mpower	 [Mpower p=0.510468 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.510468 dcount=0] [Mpower p=0.64209 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.64209 dcount=0]
P05/57	Mpower	 [Mpower p=0.536652 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.536652 dcount=0] [Mpower p=0.212158 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.212158 dcount=0]
P05/58	Mpower	 [Mpower p=0.652954 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.652954 dcount=0] [Mpower p=0.641846 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.641846 dcount=0]
P05/59	Mpower	 [Mpower p=0.16333 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.16333 dcount=0] [Mpower p=0.602783 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.602783 dcount=0]
P05/60	Mpower	 [Mpower p=0.006073 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.006073 dcount=0] [Mpower p=0.37915 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.37915 dcount=0]
P05/61	Mpower	 [Mpower p=0.978729 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.978729 dcount=0] [Mpower p=0.0541992 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0541992 dcount=0]
P05/62	Mpower	 [Mpower p=0.616638 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.616638 dcount=0] [Mpower p=0.579102 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.579102 dcount=0]
P05/63	Mpower	 [Mpower p=0.250275 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.250275 dcount=0] [Mpower p=0.688477 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.688477 dcount=0]
P05/64	Mpower	 [Mpower p=0.038147 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.038147 dcount=0] [Mpower p=0.195312 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.195312 dcount=0]
P06/1	Mpower	 [Mpower p=0.277496 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.277496 dcount=0] [Mpower p=0.116699 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.116699 dcount=0]
P06/2	Mpower	 [Mpower p=0.595306 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.595306 dcount=0] [Mpower p=0.569092 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.569092 dcount=0]
P06/3	Mpower	 [Mpower p=0.0828857 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0828857 dcount=0] [Mpower p=0.520508 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.520508 dcount=0]
P06/4	Mpower	 [Mpower p=0.289001 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.289001 dcount=0] [Mpower p=0.520508 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.520508 dcount=0]
P06/5	Mpower	 [Mpower p=0.113098 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.113098 dcount=0] [Mpower p=0.571533 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.571533 dcount=0]
P06/6	Mpower	 [Mpower p=0.101593 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.101593 dcount=0] [Mpower p=0.957275 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.957275 dcount=0]
P06/7	Mpower	 [Mpower p=0.851379 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.851379 dcount=0] [Mpower p=0.830322 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.830322 dcount=0]
P06/8	Mpower	 [Mpower p=0.684296 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.684296 dcount=0] [Mpower p=0.0351562 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0351562 dcount=0]
P06/9	Mpower	 [Mpower p=0.369141 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.369141 dcount=0] [Mpower p=0.862549 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.862549 dcount=0]
P06/10	Mpower	 [Mpower p=0.720062 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.720062 dcount=0] [Mpower p=0.282715 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.282715 dcount=0]
P06/11	Mpower	 [Mpower p=0.701202 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.701202 dcount=0] [Mpower p=0.354248 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.354248 dcount=0]
P06/12	Mpower	 [Mpower p=0.834808 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.834808 dcount=0] [Mpower p=0.147949 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.147949 dcount=0]
P06/13	Mpower	 [Mpower p=0.372986 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.372986 dcount=0] [Mpower p=0.781494 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.781494 dcount=0]
P06/14	Mpower	 [Mpower p=0.267181 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.267181 dcount=0] [Mpower p=0.427979 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.427979 dcount=0]
P06/15	Mpower	 [Mpower p=0.853302 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.853302 dcount=0] [Mpower p=0.25415 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.25415 dcount=0]
P06/16	Mpower	 [Mpower p=0.0864258 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0864258 dcount=0] [Mpower p=0.547119 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.547119 dcount=0]
P06/17	Mpower	 [Mpower p=0.754883 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.754883 dcount=0] [Mpower p=0.090332 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.090332 dcount=0]
P06/18	Mpower	 [Mpower p=0.00280762 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00280762 dcount=0] [Mpower p=0.979492 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.979492 dcount=0]
P06/19	Mpower	 [Mpower p=0.740692 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.740692 dcount=0] [Mpower p=0.608398 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.608398 dcount=0]
P06/20	Mpower	 [Mpower p=0.457306 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.457306 dcount=0] [Mpower p=0.305664 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.305664 dcount=0]
P06/21	Mpower	 [Mpower p=0.902924 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.902924 dcount=0] [Mpower p=0.286621 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.286621 dcount=0]
P06/22	Mpower	 [Mpower p=0.231506 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.231506 dcount=0] [Mpower p=0.897217 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.897217 dcount=0]
P06/23	Mpower	 [Mpower p=0.960327 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.960327 dcount=0] [Mpower p=0.0874023 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0874023 dcount=0]
P06/24	Mpower	 [Mpower p=0.230865 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.230865 dcount=0] [Mpower p=0.0808105 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0808105 dcount=0]
P06/25	Mpower	 [Mpower p=0.887573 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.887573 dcount=0] [Mpower p=0.158936 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.158936 dcount=0]
P06/26	Mpower	 [Mpower p=0.680786 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.680786 dcount=0] [Mpower p=0.273193 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.273193 dcount=0]
P06/27	Mpower	 [Mpower p=0.752838 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.752838 dcount=0] [Mpower p=0.256348 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.256348 dcount=0]
P06/28	Mpower	 [Mpower p=0.492249 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.492249 dcount=0] [Mpower p=0.268066 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.268066 dcount=0]
P06/29	Mpower	 [Mpower p=0.949951 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.949951 dcount=0] [Mpower p=0.244873 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.244873 dcount=0]
P06/30	Mpower	 [Mpower p=0.585449 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.585449 dcount=0] [Mpower p=0.473633 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.473633 dcount=0]
P06/31	Mpower	 [Mpower p=0.352325 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.352325 dcount=0] [Mpower p=0.0314941 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0314941 dcount=0]
P06/32	Mpower	 [Mpower p=0.656647 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.656647 dcount=0] [Mpower p=0.395264 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.395264 dcount=0]
P06/33	Mpower	 [Mpower p=0.974457 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.974457 dcount=0] [Mpower p=0.0805664 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0805664 dcount=0]
P06/34	Mpower	 [Mpower p=0.416351 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.416351 dcount=0] [Mpower p=0.27124 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.27124 dcount=0]
P06/35	Mpower	 [Mpower p=0.551758 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.551758 dcount=0] [Mpower p=0.0197754 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.0197754 dcount=0]
P06/36	Mpower	 [Mpower p=0.41925 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.41925 dcount=0] [Mpower p=0.399658 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.399658 dcount=0]
P06/37	Mpower	 [Mpower p=0.00192261 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.00192261 dcount=0] [Mpower p=0.786621 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.786621 dcount=0]
P06/38	Mpower	 [Mpower p=0.492554 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.492554 dcount=0] [Mpower p=0.267822 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.267822 dcount=0]
P06/39	Mpower	 [Mpower p=0.298248 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.298248 dcount=0] [Mpower p=0.871582 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.871582 dcount=0]
P06/40	Mpower	 [Mpower p=0.705994 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.705994 dcount=0] [Mpower p=0.410889 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.410889 dcount=0]
P06/41	Mpower	 [Mpower p=0.641357 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.641357 dcount=0] [Mpower p=0.150879 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.150879 dcount=0]
P06/42	Mpower	 [Mpower p=0.817596 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.817596 dcount=0] [Mpower p=0.700928 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.700928 dcount=0]
P06/43	Mpower	 [Mpower p=0.981232 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.981232 dcount=0] [Mpower p=0.539795 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.539795 dcount=0]
P06/44	Mpower	 [Mpower p=0.603638 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.603638 dcount=0] [Mpower p=0.191895 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.191895 dcount=0]
P06/45	Mpower	 [Mpower p=0.814453 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.814453 dcount=0] [Mpower p=0.685547 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.685547 dcount=0]
P06/46	Mpower	 [Mpower p=0.27182 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.27182 dcount=0] [Mpower p=0.139893 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.139893 dcount=0]
P06/47	Mpower	 [Mpower p=0.622192 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.622192 dcount=0] [Mpower p=0.865967 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.865967 dcount=0]
P06/48	Mpower	 [Mpower p=0.948578 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.948578 dcount=0] [Mpower p=0.25415 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.25415 dcount=0]
P06/49	Mpower	 [Mpower p=0.121094 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.121094 dcount=0] [Mpower p=0.843994 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.843994 dcount=0]
P06/50	Mpower	 [Mpower p=0.172974 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.172974 dcount=0] [Mpower p=0.565186 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.565186 dcount=0]
P06/51	Mpower	 [Mpower p=0.491272 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.491272 dcount=0] [Mpower p=0.583496 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.583496 dcount=0]
P06/52	Mpower	 [Mpower p=0.608978 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.608978 dcount=0] [Mpower p=0.658203 dcount=0] [Mphase p=1 dcount=0] [maxT p=0.658203 dcount=0]
