cell_id	seed_index	world_seed	checkpoint_sha256	run	observed	p_two_sided	p_maxstat
M01	52	20360879.0	73B31FA2A66CAB9C3B7861B9A59183ED650B61A1650F69657293FDD92A729958	R2	-0.00018096945570786436	0.115966796875	0.115966796875
M01	53	20360880.0	FD57EEFA9C0D596828DEAA72C5D80717E390EAF890B93EB1DC8889843AAB854D	R1	-0.00036662640463136324	0.005584716796875	0.005584716796875
M01	53	20360880.0	FD57EEFA9C0D596828DEAA72C5D80717E390EAF890B93EB1DC8889843AAB854D	R2	-0.00024403188048927892	0.09716796875	0.09716796875
M01	54	20360881.0	E6BB0A23452A3EEA5D09CC83C567756D062E4F54C6E8F92225CA1C9C5813D959	R1	-0.00013286802029556142	0.154144287109375	0.154144287109375
M01	54	20360881.0	E6BB0A23452A3EEA5D09CC83C567756D062E4F54C6E8F92225CA1C9C5813D959	R2	-0.00015294309446539273	0.153076171875	0.153076171875
M01	55	20360882.0	778A0D0E0DFEC16EF17538157F406D8C0E86822BA39F5FA94C3F1C80681336CD	R1	-0.00014059105655626607	0.267791748046875	0.267791748046875
M01	55	20360882.0	778A0D0E0DFEC16EF17538157F406D8C0E86822BA39F5FA94C3F1C80681336CD	R2	-0.00017284913882065165	0.141845703125	0.141845703125
M01	56	20360883.0	D362FD5F8D500ED2E1F7E544E8979DC71841C7A9085D78BDEDA7778E7796AB90	R1	-0.0002102616661489652	0.028839111328125	0.028839111328125
M01	56	20360883.0	D362FD5F8D500ED2E1F7E544E8979DC71841C7A9085D78BDEDA7778E7796AB90	R2	-0.00017963387369139197	0.031494140625	0.031494140625
M01	57	20360884.0	36AFE738A6993781ECDE505C1E73FFD41C647DF40CEBFC954B787C3635F4F8CC	R1	-0.00024263970928270376	0.0047607421875	0.0047607421875
M01	57	20360884.0	36AFE738A6993781ECDE505C1E73FFD41C647DF40CEBFC954B787C3635F4F8CC	R2	-0.00024719194562714805	0.123046875	0.123046875
M01	58	20360885.0	2287064A889F130EAA713A10AA22AA6B545A1B17A97AC2C5ABB6EB2CE547D2C5	R1	-7.859511644618379e-05	0.68585205078125	0.68585205078125
M01	58	20360885.0	2287064A889F130EAA713A10AA22AA6B545A1B17A97AC2C5ABB6EB2CE547D2C5	R2	-0.0002973032806559722	0.05322265625	0.05322265625
M01	59	20360886.0	5E532A92CCAE8CACD243D4271C2F407E87B1A9349EAE4C1924CA20DA5CD41C1A	R1	-0.0003191132459600069	0.0013427734375	0.0013427734375
M01	59	20360886.0	5E532A92CCAE8CACD243D4271C2F407E87B1A9349EAE4C1924CA20DA5CD41C1A	R2	-0.0002658165212036999	0.033935546875	0.033935546875
M01	60	20360887.0	7407B58C16942959628ABA7046A3A2FB5FED8094F3F667772339410D00D53456	R1	-0.0003320783303066965	0.004241943359375	0.004241943359375
M01	60	20360887.0	7407B58C16942959628ABA7046A3A2FB5FED8094F3F667772339410D00D53456	R2	-0.00038676052783994205	0.013671875	0.013671875
M01	61	20360888.0	913070ECCA12845886478C434F3541A65A673429C0DE1C242C847C90D4947F1E	R1	-0.0003806062110423017	0.0008544921875	0.0008544921875
M01	61	20360888.0	913070ECCA12845886478C434F3541A65A673429C0DE1C242C847C90D4947F1E	R2	-0.00036966549882615576	0.000244140625	0.000244140625
M01	62	20360889.0	9489E0D12C98E0C37BDA7E4B44C02079B453DBE963781BEC35B8F52755413258	R1	-0.0001643310864819606	0.243438720703125	0.243438720703125
M01	62	20360889.0	9489E0D12C98E0C37BDA7E4B44C02079B453DBE963781BEC35B8F52755413258	R2	-0.00014070015393546797	0.12060546875	0.12060546875
M01	63	20360890.0	04C2105EEB4C9680585DFC9EE8A89A9EBCF990F210BA2E64D18C284A9761C745	R1	-0.000161341691353017	0.154083251953125	0.154083251953125
M01	63	20360890.0	04C2105EEB4C9680585DFC9EE8A89A9EBCF990F210BA2E64D18C284A9761C745	R2	-9.22064778849616e-05	0.19873046875	0.19873046875
M01	64	20360891.0	3F4EE5719702BEE1F5BF1304F591796C9BCC0B4A8BDD3E2C45E2E7E4FF8630B2	R1	-0.00029643436938271	0.007415771484375	0.007415771484375
M01	64	20360891.0	3F4EE5719702BEE1F5BF1304F591796C9BCC0B4A8BDD3E2C45E2E7E4FF8630B2	R2	-0.0002860796001761727	0.00634765625	0.00634765625
M02	1	20360828.0	71FF0527292CECC14145AC028C4A6EC6AE167D937A8C1B460F4FD706189748F0	R1	-6.358372356028138e-05	0.552337646484375	0.552337646484375
M02	1	20360828.0	71FF0527292CECC14145AC028C4A6EC6AE167D937A8C1B460F4FD706189748F0	R2	-0.00027879550342292566	0.014404296875	0.014404296875
M02	2	20360829.0	1BF319A45EB3A690EADAD4CA58DF104366099A111997CD9B9131D93D112CD1A3	R1	-0.00011957648289794766	0.22064208984375	0.22064208984375
M02	2	20360829.0	1BF319A45EB3A690EADAD4CA58DF104366099A111997CD9B9131D93D112CD1A3	R2	1.307124057269069e-06	0.989990234375	0.989990234375
M02	3	20360830.0	AA4AA86CBFF248560FC903E2582303BE23A09EA9A33989C0DFBD51FA51392BD0	R1	-0.00017376883669045166	0.055023193359375	0.055023193359375
M02	3	20360830.0	AA4AA86CBFF248560FC903E2582303BE23A09EA9A33989C0DFBD51FA51392BD0	R2	-0.00021220553202274067	0.10595703125	0.10595703125
M02	4	20360831.0	015A34CAB0EF7923DED00749C5FAFE6C2B413EB186B9E0E7D2E433CFA59BA4BF	R1	-0.00018638155118992864	0.070953369140625	0.070953369140625
M02	4	20360831.0	015A34CAB0EF7923DED00749C5FAFE6C2B413EB186B9E0E7D2E433CFA59BA4BF	R2	-0.00014435319560725062	0.255859375	0.255859375
M02	5	20360832.0	E7E6C94F6BAA0A5BD708FB64A671193693DDC8A61972FB7C0D54F1D75D5CBD4F	R1	-0.0001975898250979362	0.004180908203125	0.004180908203125
M02	5	20360832.0	E7E6C94F6BAA0A5BD708FB64A671193693DDC8A61972FB7C0D54F1D75D5CBD4F	R2	-0.00021219600874040946	0.030517578125	0.030517578125
M02	6	20360833.0	C3514914552D5F7701E05DE8EAA6A849B07ED6493C1F7B2598F27B0A10C20922	R1	-3.229856317595191e-05	0.773468017578125	0.773468017578125
M02	6	20360833.0	C3514914552D5F7701E05DE8EAA6A849B07ED6493C1F7B2598F27B0A10C20922	R2	-0.00026822120547221635	0.03564453125	0.03564453125
M02	7	20360834.0	6EE23FCB3530BB99A73EEA9ADD55F4CA9B5803BA72F7E6760D46A31A5E86708D	R1	-0.00033799321808725916	0.000396728515625	0.000396728515625
M02	7	20360834.0	6EE23FCB3530BB99A73EEA9ADD55F4CA9B5803BA72F7E6760D46A31A5E86708D	R2	-0.000284701028003368	0.02294921875	0.02294921875
M02	8	20360835.0	2E6A13B5C23C88C73AB7F579D173B81B6DAB92AB5EEDE9EB0FD5540A29CF8737	R1	-0.00024761161395791474	0.04986572265625	0.04986572265625
M02	8	20360835.0	2E6A13B5C23C88C73AB7F579D173B81B6DAB92AB5EEDE9EB0FD5540A29CF8737	R2	-0.0001681603245944453	0.0859375	0.0859375
M02	9	20360836.0	F67DF845B44DA5C26CC54D00943968EC4DB149779AD640DA5A4060ECBFDB065C	R1	-0.0003575602341257143	0.00927734375	0.00927734375
M02	9	20360836.0	F67DF845B44DA5C26CC54D00943968EC4DB149779AD640DA5A4060ECBFDB065C	R2	-3.583081431403479e-05	0.816650390625	0.816650390625
M02	10	20360837.0	204E8E36881A4CF79118A931C7786DA5276816377874660A2B861F61345A435E	R1	-8.225762811605989e-05	0.421844482421875	0.421844482421875
M02	10	20360837.0	204E8E36881A4CF79118A931C7786DA5276816377874660A2B861F61345A435E	R2	-0.00011562520264608012	0.283203125	0.283203125
M02	11	20360838.0	CE3999D745EA208A3A49BFD34FE32FCB3976359EC5D6545BE64A7ABDF7CA320F	R1	-0.00010238710160108882	0.28216552734375	0.28216552734375
M02	11	20360838.0	CE3999D745EA208A3A49BFD34FE32FCB3976359EC5D6545BE64A7ABDF7CA320F	R2	-0.0002858055278975776	0.00439453125	0.00439453125
M02	12	20360839.0	8A4D2A6DEF1B2FC92CA0775AD2F863F26295498591316068332D48DE129B9E80	R1	-8.134373319688826e-05	0.430023193359375	0.430023193359375
M02	12	20360839.0	8A4D2A6DEF1B2FC92CA0775AD2F863F26295498591316068332D48DE129B9E80	R2	-8.902304753589059e-05	0.2099609375	0.2099609375
M02	13	20360840.0	0815865491AE25E8CFCF3BEB9BA82F717775F76FC557C45C5C012E24501D6EBC	R1	-0.0001376359280975187	0.106414794921875	0.106414794921875
M02	13	20360840.0	0815865491AE25E8CFCF3BEB9BA82F717775F76FC557C45C5C012E24501D6EBC	R2	-0.00018532596845651905	0.077392578125	0.077392578125
M02	14	20360841.0	52BEFC0B4D75FE1F95A57CC4611246D774D5B66B78F7BA3387F0D4FB2D77F789	R1	-0.00013548217303343486	0.103363037109375	0.103363037109375
M02	14	20360841.0	52BEFC0B4D75FE1F95A57CC4611246D774D5B66B78F7BA3387F0D4FB2D77F789	R2	-0.0001593723964085664	0.28466796875	0.28466796875
M02	15	20360842.0	DE9E1FC0596D78F6704A50FF2163FACE48E75F00DDD3286C42A0DA59C01DAC4D	R1	-2.858533629819401e-05	0.578857421875	0.578857421875
M02	15	20360842.0	DE9E1FC0596D78F6704A50FF2163FACE48E75F00DDD3286C42A0DA59C01DAC4D	R2	-0.00023126395484594021	0.18359375	0.18359375
M02	16	20360843.0	BD97B5A46B1DBB08A745F6C9E105C26687FC83A2E2DFF7779B660FDD1A49DF54	R1	-0.00037087323574812493	3.0517578125e-05	3.0517578125e-05
M02	16	20360843.0	BD97B5A46B1DBB08A745F6C9E105C26687FC83A2E2DFF7779B660FDD1A49DF54	R2	-0.00027540899154206844	0.01904296875	0.01904296875
M02	17	20360844.0	B82DB130A013A647198822BE3064590849100119A93F336B0ED03806F30FCCDD	R1	-0.00047294722177156485	0.00042724609375	0.00042724609375
