cell_id	seed_index	row_index	subject	run	Mpower	Mphase	n_pairs
P01	8	28	CS62	R1	0.00623432761853097	0	7
P01	8	29	CS62	R2	0.00678507383397976	0	7
P01	9	1	CS41	R1	-0.0149109029149224	0	14
P01	9	2	CS41	R2	-0.00205628688335289	0	14
P01	9	3	CS42	R1	-0.00442599337226085	0	14
P01	9	4	CS42	R2	0.000231141475948962	0	14
P01	9	5	CS43	R1	0.0120132007765918	0	14
P01	9	6	CS43	R2	-0.000569098216749113	0	14
P01	9	7	CS44	R1	0.00218914890532875	0	14
P01	9	8	CS47	R1	-0.00796894891703349	0	14
P01	9	9	CS47	R2	-0.00731066390124647	0	14
P01	9	10	CS48	R1	-0.00262955414576898	0	14
P01	9	11	CS48	R2	-0.00192033840486208	0	14
P01	9	12	CS49	R1	-0.00945356347180211	0	12
P01	9	13	CS49	R2	-0.00538666060917823	0	14
P01	9	14	CS51	R1	0.0121238486318056	0	14
P01	9	15	CS51	R2	-0.00760088927854402	0	12
P01	9	16	CS53	R1	0.00338756008968284	0	12
P01	9	17	CS53	R2	-0.00480007360423416	0	8
P01	9	18	CS54	R1	0.0131866971396101	0	7
P01	9	19	CS54	R2	-0.0011771245682238	0	7
P01	9	20	CS55	R1	0.00280262105843391	0	14
P01	9	21	CS55	R2	4.28299314052066e-05	0	14
P01	9	22	CS56	R1	-0.00464226454157812	0	12
P01	9	23	CS56	R2	-0.00156058681549919	0	12
P01	9	24	CS57	R1	-0.000395551053286244	0	12
P01	9	25	CS57	R2	-0.00184510541528117	0	12
P01	9	26	CS58	R1	0.00438045875399212	0	7
P01	9	27	CS60	R1	0.00102569009595112	0	14
P01	9	28	CS62	R1	-0.00755925560182193	0	7
P01	9	29	CS62	R2	0.00920822757527535	0	7
P01	10	1	CS41	R1	-0.00904331125595258	0	14
P01	10	2	CS41	R2	0.00150340983236354	0	14
P01	10	3	CS42	R1	0.00798790441810174	0	14
P01	10	4	CS42	R2	0.000157485907952469	0	14
P01	10	5	CS43	R1	0.00447140950261347	0	14
P01	10	6	CS43	R2	0.00418390450880978	0	14
P01	10	7	CS44	R1	0.00595415078155326	0	14
P01	10	8	CS47	R1	-0.00885388950671972	0	14
P01	10	9	CS47	R2	0.00809463025153118	0	14
P01	10	10	CS48	R1	-0.00230553496975329	0	14
P01	10	11	CS48	R2	-0.00704578815905272	0	14
P01	10	12	CS49	R1	-0.00602312363537751	0	12
P01	10	13	CS49	R2	-0.00633341378981109	0	14
P01	10	14	CS51	R1	-0.00546772529093662	0	14
P01	10	15	CS51	R2	0.00463770765428249	0	12
P01	10	16	CS53	R1	-0.00161909923982906	0	12
P01	10	17	CS53	R2	-0.0061376911599434	0	8
P01	10	18	CS54	R1	0.00472463008781588	0	7
P01	10	19	CS54	R2	-0.00427801080008746	0	7
P01	10	20	CS55	R1	-0.00564970945528391	0	14
P01	10	21	CS55	R2	0.0034736941094664	0	14
P01	10	22	CS56	R1	-0.00424867966781531	0	12
P01	10	23	CS56	R2	-0.00521377211084112	0	12
P01	10	24	CS57	R1	-0.0044234124550777	0	12
P01	10	25	CS57	R2	-0.000741590018139594	0	12
P01	10	26	CS58	R1	-0.00720796787043566	0	7
P01	10	27	CS60	R1	-0.00604276105527755	0	14
P01	10	28	CS62	R1	0.00342694144834758	0	7
P01	10	29	CS62	R2	-0.00913078687463304	0	7
P01	11	1	CS41	R1	-0.00328977310421577	0	14
P01	11	2	CS41	R2	-0.00549863847279705	0	14
P01	11	3	CS42	R1	-0.000910767792983132	0	14
P01	11	4	CS42	R2	0.00315179758173318	0	14
P01	11	5	CS43	R1	-0.00352607158657596	0	14
P01	11	6	CS43	R2	-0.000681515744090472	0	14
P01	11	7	CS44	R1	0.00290429622954758	0	14
P01	11	8	CS47	R1	-0.00511703171971267	0	14
P01	11	9	CS47	R2	-0.00259039221689942	0	14
P01	11	10	CS48	R1	0.00148230650768786	0	14
P01	11	11	CS48	R2	-0.00437540947696351	0	14
P01	11	12	CS49	R1	-0.00838743674242426	0	12
P01	11	13	CS49	R2	0.00703988289373983	0	14
