seed_index	world_seed	mode	arm	kappa	subject	run	reducer	Mphase	n_pairs_total	n_pairs_finite	pair_corrected_skewness	pair_positive_fraction	pair_zero_count
3	22360830	benchmark	P0F	0	CS57	R2	median	-5.86039971540777e-05	12	12	1.22230478968338	0.416666666666667	0
3	22360830	benchmark	P0F	0	CS57	R2	mean	2.95171956527395e-05	12	12	1.22230478968338	0.416666666666667	0
3	22360830	benchmark	P0F	0	CS58	R1	median	4.81816605694308e-05	7	7	0.218590004944051	0.571428571428571	0
3	22360830	benchmark	P0F	0	CS58	R1	mean	-1.37755881256843e-05	7	7	0.218590004944051	0.571428571428571	0
3	22360830	benchmark	P0F	0	CS60	R1	median	-0.000193260556704352	14	14	1.97471805544143	0.357142857142857	0
3	22360830	benchmark	P0F	0	CS60	R1	mean	7.30537093929512e-05	14	14	1.97471805544143	0.357142857142857	0
3	22360830	benchmark	P0F	0	CS62	R1	median	-0.000663714447512804	7	7	0.90784944337645	0.428571428571429	0
3	22360830	benchmark	P0F	0	CS62	R1	mean	-1.04727082030854e-05	7	7	0.90784944337645	0.428571428571429	0
3	22360830	benchmark	P0F	0	CS62	R2	median	-0.000160720837116573	7	7	1.52344275740984	0.428571428571429	0
3	22360830	benchmark	P0F	0	CS62	R2	mean	0.00012741915671828	7	7	1.52344275740984	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS41	R1	median	-0.00054788544784593	14	14	0.201927670151828	0.214285714285714	0
4	22360831	benchmark	P0F	0	CS41	R1	mean	-0.000494968461047798	14	14	0.201927670151828	0.214285714285714	0
4	22360831	benchmark	P0F	0	CS41	R2	median	-0.000277619780901585	14	14	0.608171777036576	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS41	R2	mean	3.01384773895728e-05	14	14	0.608171777036576	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS42	R1	median	-0.000149631806842761	14	14	0.260891142888421	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS42	R1	mean	-0.000161523698218068	14	14	0.260891142888421	0.428571428571429	0
4	22360831	benchmark	P0F	0	CS42	R2	median	0.000152599795723163	14	14	1.88061102724094	0.571428571428571	0
